booking_id,user_id,provider_id,service_id,city,booking_date,service_date,status,price_charged,discount_applied,payment_method,cancellation_reason,rating_given,is_repeat_booking,days_to_service
BKG008833,USR00213,PRV00020,SVC007,"Dallas, TX",2024-01-23,2024-02-01,completed,470.0,0.0,Debit Card,,4.4,True,9
BKG008834,USR00287,PRV00035,SVC005,"Chicago, IL",2023-11-25,2023-12-03,cancelled,150.0,5.0,Debit Card,no_show,,True,8
BKG008835,USR00044,PRV00154,SVC009,"Seattle, WA",2024-03-24,2024-04-01,completed,240.0,0.0,PayPal,,4.4,True,8
BKG008836,USR00043,PRV00068,SVC016,"New York, NY",2024-04-26,2024-04-29,completed,45.0,15.0,PayPal,,2.9,True,3
BKG008837,USR00075,PRV00121,SVC016,"Austin, TX",2023-07-26,2023-08-03,completed,60.0,0.0,Credit Card,,3.6,True,8
BKG008838,USR00372,PRV00120,SVC013,"New York, NY",2024-02-12,2024-02-17,completed,119.0,15.0,Credit Card,,3.3,True,5
BKG008839,USR00159,PRV00061,SVC018,"Los Angeles, CA",2024-04-05,2024-04-09,completed,120.0,0.0,Apple Pay,,3.6,True,4
BKG008840,USR00008,PRV00029,SVC003,"San Francisco, CA",2023-10-04,2023-10-05,cancelled,170.0,0.0,Debit Card,user_request,,True,1
BKG008841,USR00186,PRV00034,SVC002,"Dallas, TX",2023-03-09,2023-03-18,completed,135.0,25.0,Credit Card,,5.0,True,9
BKG008842,USR00236,PRV00100,SVC019,"Austin, TX",2023-10-24,2023-11-01,completed,875.0,15.0,Credit Card,,4.1,True,8
BKG008843,USR00380,PRV00110,SVC011,"Los Angeles, CA",2023-11-20,2023-11-22,completed,70.0,15.0,Credit Card,,3.8,True,2
BKG008844,USR00503,PRV00014,SVC004,"Los Angeles, CA",2023-07-19,2023-07-25,completed,140.0,0.0,Credit Card,,3.9,True,6
BKG008845,USR00121,PRV00002,SVC003,"San Francisco, CA",2023-12-04,2023-12-12,completed,215.0,0.0,Apple Pay,,5.0,True,8
BKG008846,USR00556,PRV00025,SVC005,"Chicago, IL",2024-03-14,2024-03-17,completed,155.0,0.0,Credit Card,,5.0,True,3
BKG008847,USR00236,PRV00158,SVC020,"Austin, TX",2024-02-26,2024-02-29,completed,255.0,0.0,Credit Card,,3.8,True,3
BKG008848,USR00227,PRV00044,SVC011,"Miami, FL",2024-03-02,2024-03-05,completed,75.0,0.0,Apple Pay,,3.8,True,3
BKG008849,USR00366,PRV00134,SVC017,"Los Angeles, CA",2024-04-05,2024-04-07,cancelled,125.0,20.0,Credit Card,provider_unavailable,,True,2
BKG008850,USR00508,PRV00030,SVC002,"San Francisco, CA",2024-01-22,2024-01-25,completed,119.0,25.0,Debit Card,,4.4,True,3
BKG008851,USR00440,PRV00057,SVC004,"New York, NY",2024-06-03,2024-06-05,completed,145.0,10.0,Apple Pay,,4.7,True,2
BKG008852,USR00292,PRV00088,SVC020,"New York, NY",2023-01-08,2023-01-13,completed,355.0,0.0,Credit Card,,4.3,True,5
BKG008853,USR00441,PRV00153,SVC020,"New York, NY",2023-09-04,2023-09-12,completed,260.0,0.0,Credit Card,,5.0,True,8
BKG008854,USR00108,PRV00150,SVC013,"Austin, TX",2023-02-01,2023-02-02,completed,125.0,5.0,Credit Card,,3.8,True,1
BKG008855,USR00111,PRV00099,SVC018,"Los Angeles, CA",2023-07-04,2023-07-12,cancelled,115.0,15.0,Debit Card,provider_unavailable,,True,8
BKG008856,USR00050,PRV00092,SVC001,"New York, NY",2023-02-08,2023-02-10,completed,120.0,0.0,PayPal,,4.5,True,2
BKG008857,USR00353,PRV00005,SVC005,"Dallas, TX",2024-02-16,2024-02-22,cancelled,119.0,25.0,Credit Card,scheduling_conflict,,True,6
BKG008858,USR00051,PRV00109,SVC001,"Miami, FL",2024-06-08,2024-06-12,completed,100.0,0.0,Apple Pay,,5.0,True,4
BKG008859,USR00532,PRV00136,SVC004,"Boston, MA",2024-06-19,2024-06-21,completed,115.0,0.0,PayPal,,3.4,True,2
BKG008860,USR00571,PRV00065,SVC009,"Chicago, IL",2023-11-21,2023-11-25,completed,230.0,0.0,Apple Pay,,3.3,True,4
BKG008861,USR00417,PRV00139,SVC003,"Los Angeles, CA",2023-07-16,2023-07-25,completed,180.0,15.0,Credit Card,,3.5,True,9
BKG008862,USR00512,PRV00066,SVC002,"Chicago, IL",2024-05-07,2024-05-16,completed,140.0,0.0,PayPal,,4.4,True,9
BKG008863,USR00566,PRV00070,SVC014,"Dallas, TX",2024-01-03,2024-01-11,cancelled,275.0,0.0,PayPal,scheduling_conflict,,True,8
BKG008864,USR00578,PRV00059,SVC019,"Seattle, WA",2023-12-28,2024-01-06,cancelled,1010.0,5.0,Credit Card,pricing_issue,,True,9
BKG008865,USR00361,PRV00099,SVC001,"Los Angeles, CA",2023-10-21,2023-10-24,completed,115.0,0.0,Debit Card,,5.0,True,3
BKG008866,USR00341,PRV00129,SVC002,"Chicago, IL",2023-10-03,2023-10-05,completed,120.0,20.0,Credit Card,,3.5,True,2
BKG008867,USR00424,PRV00117,SVC009,"Chicago, IL",2024-06-13,2024-06-15,completed,199.0,30.0,Apple Pay,,3.3,True,2
BKG008868,USR00349,PRV00128,SVC018,"Los Angeles, CA",2024-02-23,2024-02-24,completed,110.0,0.0,PayPal,,3.9,True,1
BKG008869,USR00226,PRV00133,SVC018,"Los Angeles, CA",2024-01-15,2024-01-16,completed,130.0,0.0,Debit Card,,5.0,True,1
BKG008870,USR00357,PRV00013,SVC016,"New York, NY",2023-08-07,2023-08-09,completed,50.0,10.0,Credit Card,,3.0,True,2
BKG008871,USR00265,PRV00059,SVC003,"Seattle, WA",2024-05-20,2024-05-23,completed,180.0,25.0,PayPal,,5.0,True,3
BKG008872,USR00313,PRV00012,SVC010,"New York, NY",2023-10-17,2023-10-24,cancelled,85.0,0.0,Venmo,no_show,,True,7
BKG008873,USR00368,PRV00144,SVC015,"Seattle, WA",2023-07-21,2023-07-27,completed,895.0,20.0,PayPal,,4.6,True,6
BKG008874,USR00442,PRV00046,SVC018,"Denver, CO",2023-02-08,2023-02-12,completed,120.0,0.0,Debit Card,,3.8,True,4
BKG008875,USR00295,PRV00125,SVC020,"New York, NY",2023-10-11,2023-10-19,completed,300.0,10.0,Credit Card,,3.2,True,8
BKG008876,USR00088,PRV00089,SVC007,"Dallas, TX",2023-09-09,2023-09-11,completed,450.0,0.0,Debit Card,,4.7,True,2
BKG008877,USR00046,PRV00122,SVC010,"Dallas, TX",2023-04-09,2023-04-14,cancelled,115.0,0.0,Credit Card,no_show,,True,5
BKG008878,USR00508,PRV00101,SVC013,"San Francisco, CA",2023-04-25,2023-05-04,completed,140.0,15.0,PayPal,,5.0,True,9
BKG008879,USR00127,PRV00067,SVC013,"San Francisco, CA",2023-10-29,2023-11-05,completed,150.0,25.0,Apple Pay,,3.8,True,7
BKG008880,USR00532,PRV00055,SVC005,"Boston, MA",2023-05-07,2023-05-14,completed,125.0,10.0,Debit Card,,4.3,True,7
BKG008881,USR00397,PRV00158,SVC015,"San Francisco, CA",2024-02-27,2024-02-28,completed,785.0,0.0,Apple Pay,,4.0,True,1
BKG008882,USR00398,PRV00157,SVC013,"Chicago, IL",2024-06-10,2024-06-14,completed,140.0,0.0,Credit Card,,4.4,True,4
BKG008883,USR00397,PRV00110,SVC018,"San Francisco, CA",2023-09-16,2023-09-22,cancelled,120.0,0.0,Apple Pay,no_show,,True,6
BKG008884,USR00409,PRV00154,SVC007,"Seattle, WA",2023-03-01,2023-03-04,cancelled,329.0,0.0,PayPal,no_show,,True,3
BKG008885,USR00316,PRV00038,SVC009,"Austin, TX",2024-05-10,2024-05-13,completed,255.0,0.0,PayPal,,4.1,True,3
BKG008886,USR00410,PRV00153,SVC014,"New York, NY",2023-04-12,2023-04-17,completed,285.0,0.0,Debit Card,,3.7,True,5
BKG008887,USR00495,PRV00025,SVC013,"Chicago, IL",2023-11-13,2023-11-14,cancelled,125.0,0.0,Credit Card,pricing_issue,,True,1
BKG008888,USR00379,PRV00084,SVC016,"San Francisco, CA",2023-12-19,2023-12-28,completed,55.0,0.0,Debit Card,,4.4,True,9
BKG008889,USR00303,PRV00005,SVC012,"Dallas, TX",2024-01-20,2024-01-29,completed,69.0,30.0,Apple Pay,,3.9,True,9
BKG008890,USR00510,PRV00053,SVC003,"Austin, TX",2024-05-31,2024-06-06,cancelled,169.0,10.0,Debit Card,provider_unavailable,,True,6
BKG008891,USR00152,PRV00061,SVC006,"Los Angeles, CA",2023-05-26,2023-05-28,completed,90.0,0.0,Credit Card,,3.8,True,2
BKG008892,USR00208,PRV00033,SVC013,"Dallas, TX",2023-05-22,2023-05-25,completed,140.0,0.0,Debit Card,,4.3,True,3
BKG008893,USR00035,PRV00087,SVC017,"Miami, FL",2023-01-28,2023-01-29,cancelled,110.0,10.0,Credit Card,no_show,,True,1
BKG008894,USR00317,PRV00024,SVC015,"Chicago, IL",2023-09-13,2023-09-15,completed,930.0,0.0,Venmo,,4.7,True,2
BKG008895,USR00185,PRV00151,SVC002,"Los Angeles, CA",2024-01-02,2024-01-11,completed,155.0,0.0,Debit Card,,5.0,True,9
BKG008896,USR00348,PRV00003,SVC012,"New York, NY",2023-07-16,2023-07-17,completed,85.0,0.0,Credit Card,,4.7,True,1
BKG008897,USR00234,PRV00157,SVC003,"Chicago, IL",2024-04-29,2024-04-30,completed,205.0,0.0,Credit Card,,4.3,True,1
BKG008898,USR00193,PRV00132,SVC009,"Seattle, WA",2024-05-14,2024-05-19,cancelled,255.0,5.0,Debit Card,user_request,,True,5
BKG008899,USR00381,PRV00005,SVC011,"New York, NY",2023-03-04,2023-03-07,completed,80.0,10.0,Credit Card,,4.2,True,3
BKG008900,USR00236,PRV00038,SVC008,"Austin, TX",2023-10-17,2023-10-26,completed,115.0,15.0,PayPal,,4.1,True,9
BKG008901,USR00154,PRV00148,SVC004,"Chicago, IL",2023-10-17,2023-10-23,completed,125.0,20.0,Apple Pay,,3.4,True,6
BKG008902,USR00007,PRV00053,SVC019,"New York, NY",2023-12-02,2023-12-05,cancelled,945.0,0.0,Debit Card,provider_unavailable,,True,3
BKG008903,USR00278,PRV00058,SVC004,"Dallas, TX",2023-06-24,2023-06-30,completed,115.0,0.0,Credit Card,,4.1,True,6
BKG008904,USR00284,PRV00020,SVC009,"New York, NY",2023-06-08,2023-06-12,cancelled,205.0,0.0,Credit Card,user_request,,True,4
BKG008905,USR00032,PRV00138,SVC016,"New York, NY",2024-05-18,2024-05-21,completed,50.0,0.0,Credit Card,,3.8,True,3
BKG008906,USR00525,PRV00110,SVC007,"San Francisco, CA",2023-10-09,2023-10-12,completed,340.0,5.0,PayPal,,4.7,True,3
BKG008907,USR00477,PRV00124,SVC019,"New York, NY",2024-04-07,2024-04-15,cancelled,830.0,10.0,Debit Card,provider_unavailable,,True,8
BKG008908,USR00558,PRV00106,SVC002,"New York, NY",2023-07-12,2023-07-17,completed,130.0,0.0,Venmo,,4.9,True,5
BKG008909,USR00153,PRV00027,SVC014,"New York, NY",2024-06-21,2024-06-26,completed,295.0,0.0,Debit Card,,5.0,True,5
BKG008910,USR00544,PRV00037,SVC007,"Austin, TX",2023-05-08,2023-05-10,completed,410.0,0.0,Credit Card,,4.2,True,2
BKG008911,USR00504,PRV00094,SVC017,"San Francisco, CA",2024-04-11,2024-04-12,completed,105.0,0.0,Credit Card,,3.7,True,1
BKG008912,USR00083,PRV00133,SVC001,"Los Angeles, CA",2024-01-28,2024-02-02,completed,79.0,25.0,Credit Card,,3.1,True,5
BKG008913,USR00044,PRV00146,SVC013,"Seattle, WA",2023-11-29,2023-12-05,completed,170.0,0.0,Credit Card,,4.2,True,6
BKG008914,USR00155,PRV00042,SVC014,"Denver, CO",2023-12-15,2023-12-20,completed,290.0,10.0,Debit Card,,3.9,True,5
BKG008915,USR00353,PRV00133,SVC020,"Dallas, TX",2023-04-04,2023-04-11,completed,249.0,25.0,PayPal,,4.1,True,7
BKG008916,USR00446,PRV00086,SVC012,"Miami, FL",2024-03-31,2024-04-03,completed,75.0,0.0,Credit Card,,4.4,True,3
BKG008917,USR00517,PRV00061,SVC012,"Los Angeles, CA",2023-09-02,2023-09-10,completed,69.0,15.0,Credit Card,,3.8,True,8
BKG008918,USR00131,PRV00157,SVC010,"Chicago, IL",2024-04-27,2024-05-03,completed,79.0,20.0,Debit Card,,3.6,True,6
BKG008919,USR00515,PRV00053,SVC007,"New York, NY",2024-03-20,2024-03-28,completed,345.0,5.0,Apple Pay,,4.4,True,8
BKG008920,USR00506,PRV00039,SVC011,"New York, NY",2024-06-20,2024-06-21,cancelled,85.0,0.0,Credit Card,provider_unavailable,,True,1
BKG008921,USR00319,PRV00062,SVC005,"New York, NY",2024-02-14,2024-02-17,completed,125.0,0.0,PayPal,,3.9,True,3
BKG008922,USR00330,PRV00007,SVC003,"Los Angeles, CA",2023-10-05,2023-10-10,completed,210.0,0.0,Credit Card,,3.5,True,5
BKG008923,USR00478,PRV00143,SVC006,"Dallas, TX",2024-04-28,2024-05-07,completed,100.0,0.0,Debit Card,,4.8,True,9
BKG008924,USR00567,PRV00006,SVC008,"Los Angeles, CA",2024-01-04,2024-01-10,completed,135.0,0.0,Credit Card,,3.1,True,6
BKG008925,USR00258,PRV00052,SVC018,"Austin, TX",2023-04-14,2023-04-22,completed,130.0,0.0,Credit Card,,4.2,True,8
BKG008926,USR00540,PRV00147,SVC006,"New York, NY",2023-05-09,2023-05-18,completed,80.0,5.0,PayPal,,3.6,True,9
BKG008927,USR00008,PRV00113,SVC013,"San Francisco, CA",2024-01-15,2024-01-18,completed,135.0,0.0,Venmo,,4.4,True,3
BKG008928,USR00485,PRV00057,SVC002,"Dallas, TX",2023-04-25,2023-04-30,completed,140.0,25.0,Credit Card,,3.9,True,5
BKG008929,USR00546,PRV00112,SVC016,"Los Angeles, CA",2024-02-23,2024-02-25,completed,70.0,0.0,Debit Card,,4.1,True,2
BKG008930,USR00307,PRV00148,SVC017,"Chicago, IL",2023-01-11,2023-01-17,completed,150.0,0.0,Apple Pay,,3.2,True,6
BKG008931,USR00458,PRV00121,SVC005,"Chicago, IL",2023-12-28,2024-01-04,completed,119.0,10.0,Debit Card,,4.3,True,7
BKG008932,USR00057,PRV00116,SVC007,"New York, NY",2024-02-16,2024-02-22,completed,340.0,0.0,Apple Pay,,5.0,True,6
BKG008933,USR00074,PRV00058,SVC013,"San Francisco, CA",2023-12-27,2024-01-04,completed,155.0,5.0,Debit Card,,3.6,True,8
BKG008934,USR00569,PRV00047,SVC004,"Seattle, WA",2023-07-21,2023-07-30,completed,105.0,20.0,Apple Pay,,4.2,True,9
BKG008935,USR00381,PRV00035,SVC013,"New York, NY",2024-05-06,2024-05-11,cancelled,130.0,5.0,Credit Card,provider_unavailable,,True,5
BKG008936,USR00132,PRV00133,SVC002,"Los Angeles, CA",2023-02-19,2023-02-28,completed,135.0,25.0,Venmo,,4.6,True,9
BKG008937,USR00493,PRV00022,SVC009,"Los Angeles, CA",2024-01-14,2024-01-22,completed,265.0,10.0,Credit Card,,3.4,True,8
BKG008938,USR00270,PRV00133,SVC004,"Los Angeles, CA",2023-02-17,2023-02-24,completed,120.0,0.0,Debit Card,,4.2,True,7
BKG008939,USR00016,PRV00021,SVC009,"New York, NY",2023-05-11,2023-05-16,cancelled,300.0,0.0,Credit Card,user_request,,True,5
BKG008940,USR00294,PRV00128,SVC020,"Los Angeles, CA",2023-10-11,2023-10-15,cancelled,325.0,15.0,Apple Pay,no_show,,True,4
BKG008941,USR00392,PRV00091,SVC015,"Chicago, IL",2023-07-14,2023-07-22,completed,820.0,5.0,Debit Card,,3.7,True,8
BKG008942,USR00320,PRV00019,SVC007,"Los Angeles, CA",2024-05-05,2024-05-06,completed,425.0,0.0,Debit Card,,3.5,True,1
BKG008943,USR00071,PRV00102,SVC016,"Austin, TX",2023-05-02,2023-05-11,completed,50.0,5.0,Credit Card,,4.1,True,9
BKG008944,USR00100,PRV00093,SVC008,"New York, NY",2023-01-28,2023-02-06,completed,125.0,0.0,PayPal,,3.7,True,9
BKG008945,USR00233,PRV00071,SVC019,"Dallas, TX",2023-04-21,2023-04-27,completed,1005.0,0.0,Credit Card,,3.5,True,6
BKG008946,USR00462,PRV00057,SVC020,"Dallas, TX",2024-02-18,2024-02-26,completed,335.0,0.0,PayPal,,4.3,True,8
BKG008947,USR00479,PRV00009,SVC002,"Miami, FL",2024-02-12,2024-02-15,completed,160.0,0.0,Apple Pay,,4.5,True,3
BKG008948,USR00211,PRV00078,SVC008,"Dallas, TX",2024-03-09,2024-03-11,completed,105.0,15.0,PayPal,,2.7,True,2
BKG008949,USR00302,PRV00063,SVC016,"Dallas, TX",2023-04-06,2023-04-09,completed,65.0,0.0,Credit Card,,3.5,True,3
BKG008950,USR00374,PRV00139,SVC012,"Austin, TX",2023-11-11,2023-11-20,completed,80.0,25.0,Apple Pay,,4.6,True,9
BKG008951,USR00565,PRV00133,SVC003,"Los Angeles, CA",2023-12-09,2023-12-16,completed,169.0,0.0,Credit Card,,4.7,True,7
BKG008952,USR00544,PRV00037,SVC016,"Austin, TX",2023-09-26,2023-09-29,completed,55.0,15.0,Venmo,,4.0,True,3
BKG008953,USR00525,PRV00110,SVC005,"San Francisco, CA",2023-12-18,2023-12-27,completed,120.0,20.0,Debit Card,,3.7,True,9
BKG008954,USR00119,PRV00139,SVC005,"Seattle, WA",2023-10-23,2023-10-24,completed,125.0,0.0,PayPal,,3.7,True,1
BKG008955,USR00512,PRV00036,SVC015,"Chicago, IL",2024-02-19,2024-02-20,cancelled,740.0,25.0,Credit Card,provider_unavailable,,True,1
BKG008956,USR00448,PRV00057,SVC017,"Austin, TX",2024-02-08,2024-02-13,completed,110.0,5.0,Debit Card,,5.0,True,5
BKG008957,USR00131,PRV00041,SVC019,"Chicago, IL",2024-04-05,2024-04-08,completed,749.0,10.0,Credit Card,,3.6,True,3
BKG008958,USR00047,PRV00054,SVC007,"Los Angeles, CA",2023-10-13,2023-10-14,completed,385.0,0.0,Apple Pay,,4.8,True,1
BKG008959,USR00121,PRV00030,SVC008,"San Francisco, CA",2023-08-28,2023-09-05,completed,89.0,15.0,Credit Card,,4.4,True,8
BKG008960,USR00330,PRV00006,SVC015,"Los Angeles, CA",2023-08-17,2023-08-18,completed,810.0,5.0,PayPal,,4.9,True,1
BKG008961,USR00015,PRV00068,SVC004,"New York, NY",2023-07-16,2023-07-22,completed,120.0,5.0,Credit Card,,4.1,True,6
BKG008962,USR00320,PRV00135,SVC007,"Los Angeles, CA",2023-11-18,2023-11-24,cancelled,470.0,0.0,Credit Card,provider_unavailable,,True,6
BKG008963,USR00406,PRV00059,SVC015,"Seattle, WA",2024-02-23,2024-03-02,completed,705.0,0.0,Credit Card,,3.9,True,8
BKG008964,USR00483,PRV00128,SVC009,"Chicago, IL",2023-08-26,2023-09-04,completed,250.0,20.0,Venmo,,4.6,True,9
BKG008965,USR00007,PRV00069,SVC013,"New York, NY",2023-06-16,2023-06-22,completed,135.0,0.0,Credit Card,,3.4,True,6
BKG008966,USR00395,PRV00150,SVC012,"Los Angeles, CA",2024-06-10,2024-06-11,completed,75.0,15.0,PayPal,,3.5,True,1
BKG008967,USR00412,PRV00138,SVC013,"Miami, FL",2023-01-04,2023-01-09,completed,135.0,0.0,PayPal,,3.8,True,5
BKG008968,USR00143,PRV00108,SVC005,"Chicago, IL",2024-04-19,2024-04-21,cancelled,120.0,20.0,PayPal,user_request,,True,2
BKG008969,USR00124,PRV00047,SVC018,"New York, NY",2023-04-21,2023-04-29,completed,150.0,0.0,Credit Card,,4.5,True,8
BKG008970,USR00131,PRV00036,SVC017,"Chicago, IL",2024-02-17,2024-02-21,completed,120.0,5.0,Debit Card,,4.1,True,4
BKG008971,USR00426,PRV00138,SVC006,"Dallas, TX",2024-03-01,2024-03-04,completed,69.0,20.0,Apple Pay,,4.3,True,3
BKG008972,USR00493,PRV00061,SVC015,"Los Angeles, CA",2023-01-07,2023-01-13,cancelled,665.0,15.0,PayPal,provider_unavailable,,True,6
BKG008973,USR00137,PRV00148,SVC007,"Chicago, IL",2023-01-31,2023-02-06,completed,330.0,0.0,Venmo,,5.0,True,6
BKG008974,USR00211,PRV00005,SVC010,"Dallas, TX",2023-06-30,2023-07-06,completed,85.0,20.0,Apple Pay,,3.9,True,6
BKG008975,USR00369,PRV00131,SVC019,"New York, NY",2023-02-10,2023-02-12,completed,815.0,25.0,PayPal,,5.0,True,2
BKG008976,USR00171,PRV00028,SVC013,"Austin, TX",2024-05-05,2024-05-11,completed,145.0,0.0,Credit Card,,3.4,True,6
BKG008977,USR00411,PRV00099,SVC002,"Los Angeles, CA",2024-05-09,2024-05-13,completed,125.0,0.0,Credit Card,,3.9,True,4
BKG008978,USR00280,PRV00058,SVC004,"San Francisco, CA",2024-06-13,2024-06-18,completed,135.0,5.0,PayPal,,4.1,True,5
BKG008979,USR00187,PRV00101,SVC009,"San Francisco, CA",2023-11-26,2023-12-01,completed,210.0,15.0,Debit Card,,4.3,True,5
BKG008980,USR00211,PRV00134,SVC009,"Dallas, TX",2024-01-20,2024-01-21,completed,205.0,15.0,Apple Pay,,4.9,True,1
BKG008981,USR00593,PRV00144,SVC003,"New York, NY",2024-01-15,2024-01-17,completed,169.0,15.0,Venmo,,3.2,True,2
BKG008982,USR00116,PRV00080,SVC014,"Seattle, WA",2024-04-20,2024-04-24,completed,355.0,0.0,Debit Card,,4.5,True,4
BKG008983,USR00360,PRV00033,SVC006,"Dallas, TX",2023-04-24,2023-05-01,completed,80.0,0.0,Debit Card,,4.4,True,7
BKG008984,USR00122,PRV00105,SVC008,"Seattle, WA",2023-02-06,2023-02-15,completed,125.0,0.0,PayPal,,3.6,True,9
BKG008985,USR00479,PRV00023,SVC016,"Miami, FL",2023-10-12,2023-10-13,completed,45.0,25.0,Credit Card,,3.8,True,1
BKG008986,USR00020,PRV00134,SVC008,"Los Angeles, CA",2023-10-03,2023-10-05,completed,110.0,10.0,PayPal,,3.9,True,2
BKG008987,USR00386,PRV00090,SVC004,"San Francisco, CA",2024-02-14,2024-02-17,completed,145.0,0.0,Debit Card,,4.1,True,3
BKG008988,USR00086,PRV00134,SVC011,"Los Angeles, CA",2023-12-06,2023-12-12,completed,65.0,0.0,PayPal,,4.3,True,6
BKG008989,USR00594,PRV00086,SVC018,"Los Angeles, CA",2024-04-10,2024-04-17,completed,135.0,0.0,PayPal,,3.8,True,7
BKG008990,USR00382,PRV00054,SVC006,"Austin, TX",2024-02-21,2024-02-28,completed,85.0,5.0,Debit Card,,4.6,True,7
BKG008991,USR00076,PRV00088,SVC019,"Austin, TX",2023-06-19,2023-06-21,completed,895.0,15.0,Credit Card,,3.8,True,2
BKG008992,USR00203,PRV00054,SVC014,"New York, NY",2023-02-16,2023-02-17,cancelled,365.0,0.0,Venmo,provider_unavailable,,True,1
BKG008993,USR00199,PRV00101,SVC011,"Seattle, WA",2023-01-05,2023-01-11,completed,95.0,0.0,PayPal,,4.7,True,6
BKG008994,USR00591,PRV00152,SVC013,"New York, NY",2023-01-13,2023-01-17,completed,120.0,5.0,Apple Pay,,4.1,True,4
BKG008995,USR00473,PRV00152,SVC016,"New York, NY",2024-02-29,2024-03-07,completed,50.0,5.0,Apple Pay,,3.8,True,7
BKG008996,USR00500,PRV00046,SVC012,"Denver, CO",2023-07-03,2023-07-04,completed,70.0,5.0,Debit Card,,3.8,True,1
BKG008997,USR00573,PRV00019,SVC010,"Los Angeles, CA",2023-02-05,2023-02-12,completed,90.0,15.0,Credit Card,,4.3,True,7
BKG008998,USR00092,PRV00102,SVC003,"Austin, TX",2023-12-02,2023-12-08,cancelled,215.0,0.0,Credit Card,provider_unavailable,,True,6
BKG008999,USR00599,PRV00012,SVC018,"New York, NY",2023-12-17,2023-12-20,completed,150.0,0.0,Debit Card,,4.7,True,3
BKG009000,USR00558,PRV00046,SVC014,"New York, NY",2023-12-01,2023-12-07,completed,255.0,15.0,Venmo,,2.7,True,6
BKG009001,USR00504,PRV00050,SVC007,"San Francisco, CA",2024-02-28,2024-03-01,cancelled,465.0,5.0,Debit Card,pricing_issue,,True,2
BKG009002,USR00014,PRV00152,SVC013,"New York, NY",2024-03-24,2024-04-01,cancelled,165.0,0.0,Venmo,user_request,,True,8
BKG009003,USR00118,PRV00012,SVC002,"New York, NY",2023-11-17,2023-11-20,completed,130.0,0.0,Credit Card,,5.0,True,3
BKG009004,USR00097,PRV00039,SVC020,"Chicago, IL",2024-05-09,2024-05-15,completed,330.0,0.0,Credit Card,,4.7,True,6
BKG009005,USR00109,PRV00112,SVC001,"Los Angeles, CA",2023-10-09,2023-10-17,completed,105.0,15.0,Debit Card,,3.5,True,8
BKG009006,USR00316,PRV00129,SVC007,"Austin, TX",2023-12-10,2023-12-13,completed,330.0,0.0,Debit Card,,4.1,True,3
BKG009007,USR00423,PRV00128,SVC020,"New York, NY",2023-02-02,2023-02-06,cancelled,330.0,0.0,PayPal,user_request,,True,4
BKG009008,USR00161,PRV00067,SVC019,"Los Angeles, CA",2023-02-23,2023-03-01,completed,940.0,0.0,PayPal,,3.5,True,6
BKG009009,USR00014,PRV00126,SVC004,"New York, NY",2023-10-19,2023-10-28,completed,125.0,0.0,Debit Card,,3.9,True,9
BKG009010,USR00394,PRV00065,SVC015,"Austin, TX",2023-12-08,2023-12-10,cancelled,840.0,10.0,Credit Card,user_request,,True,2
BKG009011,USR00019,PRV00117,SVC020,"Chicago, IL",2023-09-25,2023-09-26,completed,300.0,0.0,Credit Card,,3.8,True,1
BKG009012,USR00585,PRV00088,SVC016,"Dallas, TX",2023-10-29,2023-11-01,completed,65.0,0.0,Debit Card,,5.0,True,3
BKG009013,USR00230,PRV00005,SVC013,"Dallas, TX",2023-03-31,2023-04-06,completed,135.0,20.0,Credit Card,,4.8,True,6
BKG009014,USR00466,PRV00128,SVC013,"Los Angeles, CA",2024-02-04,2024-02-07,cancelled,119.0,30.0,Apple Pay,user_request,,True,3
BKG009015,USR00473,PRV00125,SVC015,"New York, NY",2023-05-11,2023-05-16,cancelled,915.0,15.0,Credit Card,provider_unavailable,,True,5
BKG009016,USR00186,PRV00150,SVC013,"Dallas, TX",2023-12-06,2023-12-12,completed,160.0,0.0,Credit Card,,3.7,True,6
BKG009017,USR00122,PRV00042,SVC007,"Seattle, WA",2023-01-09,2023-01-13,completed,430.0,30.0,Venmo,,4.0,True,4
BKG009018,USR00470,PRV00076,SVC008,"Miami, FL",2023-04-06,2023-04-09,completed,145.0,0.0,Venmo,,4.6,True,3
BKG009019,USR00178,PRV00112,SVC013,"Los Angeles, CA",2023-06-09,2023-06-17,cancelled,130.0,30.0,Credit Card,provider_unavailable,,True,8
BKG009020,USR00582,PRV00046,SVC009,"Denver, CO",2023-04-16,2023-04-18,completed,210.0,0.0,Credit Card,,4.1,True,2
BKG009021,USR00372,PRV00147,SVC004,"New York, NY",2024-03-25,2024-03-30,completed,110.0,20.0,PayPal,,3.9,True,5
BKG009022,USR00373,PRV00137,SVC020,"New York, NY",2024-05-11,2024-05-12,completed,280.0,0.0,Debit Card,,3.3,True,1
BKG009023,USR00201,PRV00057,SVC015,"Dallas, TX",2023-03-25,2023-03-30,cancelled,655.0,0.0,PayPal,provider_unavailable,,True,5
BKG009024,USR00008,PRV00101,SVC011,"San Francisco, CA",2024-01-13,2024-01-21,completed,70.0,0.0,Debit Card,,3.5,True,8
BKG009025,USR00316,PRV00037,SVC015,"Austin, TX",2024-04-04,2024-04-10,completed,885.0,5.0,Credit Card,,3.7,True,6
BKG009026,USR00512,PRV00035,SVC014,"Chicago, IL",2023-10-07,2023-10-11,completed,350.0,10.0,Credit Card,,4.2,True,4
